movieId,title,Year,genres
198,"Umbrellas of Cherbourg, The (Parapluies de Cherbourg, Les) (1964)",1964,Drama|Musical|Romance
199,"Tie That Binds, The (1995)",1995,Thriller
200,Three Wishes (1995),1995,Drama|Fantasy
201,Total Eclipse (1995),1995,Drama|Romance
202,"To Wong Foo, Thanks for Everything! Julie Newmar (1995)",1995,Comedy
203,Under Siege 2: Dark Territory (1995),1995,Action
204,Unstrung Heroes (1995),1995,Comedy|Drama
205,Unzipped (1995),1995,Documentary
206,"Walk in the Clouds, A (1995)",1995,Drama|Romance
207,Waterworld (1995),1995,Action|Adventure|Sci-Fi
208,White Man's Burden (1995),1995,Drama
209,Wild Bill (1995),1995,Western
210,"Browning Version, The (1994)",1994,Drama
211,Bushwhacked (1995),1995,Adventure|Comedy|Crime|Mystery
212,Burnt by the Sun (Utomlyonnye solntsem) (1994),1994,Drama
213,Before the Rain (Pred dozhdot) (1994),1994,Drama|War
214,Before Sunrise (1995),1995,Drama|Romance
215,Billy Madison (1995),1995,Comedy
216,"Babysitter, The (1995)",1995,Drama|Thriller
217,Boys on the Side (1995),1995,Comedy|Drama
218,"Cure, The (1995)",1995,Drama
219,Castle Freak (1995),1995,Horror
220,Circle of Friends (1995),1995,Drama|Romance
221,Clerks (1994),1994,Comedy
222,Don Juan DeMarco (1995),1995,Comedy|Drama|Romance
223,Disclosure (1994),1994,Drama|Thriller
224,Dream Man (1995),1995,Thriller
225,Drop Zone (1994),1994,Action|Thriller
226,Destiny Turns on the Radio (1995),1995,Comedy
227,Death and the Maiden (1994),1994,Drama|Thriller
228,Dolores Claiborne (1995),1995,Drama|Thriller
229,Dumb & Dumber (Dumb and Dumber) (1994),1994,Adventure|Comedy
230,Eat Drink Man Woman (Yin shi nan nu) (1994),1994,Comedy|Drama|Romance
231,Exotica (1994),1994,Drama
232,Exit to Eden (1994),1994,Comedy
233,Ed Wood (1994),1994,Comedy|Drama
234,French Kiss (1995),1995,Action|Comedy|Romance
235,Forget Paris (1995),1995,Comedy|Romance
236,Far From Home: The Adventures of Yellow Dog (1995),1995,Adventure|Children
237,"Goofy Movie, A (1995)",1995,Animation|Children|Comedy|Romance
238,Hideaway (1995),1995,Thriller
239,Fluke (1995),1995,Children|Drama
240,Farinelli: il castrato (1994),1994,Drama|Musical
241,Gordy (1995),1995,Children|Comedy|Fantasy
242,Gumby: The Movie (1995),1995,Animation|Children
243,The Glass Shield (1994),1994,Crime|Drama
244,Hoop Dreams (1994),1994,Documentary
245,Heavenly Creatures (1994),1994,Crime|Drama
246,Houseguest (1994),1994,Comedy
247,Immortal Beloved (1994),1994,Drama|Romance
248,Heavyweights (Heavy Weights) (1995),1995,Children|Comedy
249,"Hunted, The (1995)",1995,Action
250,I.Q. (1994),1994,Comedy|Romance
251,Interview with the Vampire: The Vampire Chronicles (1994),1994,Drama|Horror
252,Jefferson in Paris (1995),1995,Drama
253,"Jerky Boys, The (1995)",1995,Comedy
254,Junior (1994),1994,Comedy|Sci-Fi
255,Just Cause (1995),1995,Mystery|Thriller
256,"Kid in King Arthur's Court, A (1995)",1995,Adventure|Children|Comedy|Fantasy|Romance
257,Kiss of Death (1995),1995,Crime|Drama|Thriller
258,Star Wars: Episode IV - A New Hope (1977),1977,Action|Adventure|Sci-Fi
259,Little Women (1994),1994,Drama
260,"Little Princess, A (1995)",1995,Children|Drama
261,Ladybird Ladybird (1994),1994,Drama
262,"Enfer, L' (1994)",1994,Drama
263,Like Water for Chocolate (Como agua para chocolate) (1992),1992,Drama|Fantasy|Romance
264,Legends of the Fall (1994),1994,Drama|Romance|War|Western
265,Major Payne (1995),1995,Comedy
266,Little Odessa (1994),1994,Crime|Drama
267,My Crazy Life (Mi vida loca) (1993),1993,Drama
268,Love Affair (1994),1994,Drama|Romance
269,Losing Isaiah (1995),1995,Drama
270,"Madness of King George, The (1994)",1994,Comedy|Drama
271,Mary Shelley's Frankenstein (Frankenstein) (1994),1994,Drama|Horror|Sci-Fi
272,Man of the House (1995),1995,Comedy
273,Mixed Nuts (1994),1994,Comedy
274,Milk Money (1994),1994,Comedy|Romance
275,Miracle on 34th Street (1994),1994,Drama
276,Miami Rhapsody (1995),1995,Comedy
277,My Family (1995),1995,Drama
278,Murder in the First (1995),1995,Drama|Thriller
279,Nobody's Fool (1994),1994,Comedy|Drama|Romance
280,Nell (1994),1994,Drama
281,New Jersey Drive (1995),1995,Crime|Drama
282,New York Cop (Nyû Yôku no koppu) (1993),1993,Action|Crime
283,Beyond Bedlam (1993),1993,Drama|Horror
284,Nemesis 2: Nebula (1995),1995,Action|Sci-Fi|Thriller
285,Nina Takes a Lover (1994),1994,Comedy|Romance
286,Natural Born Killers (1994),1994,Action|Crime|Thriller
287,Only You (1994),1994,Comedy|Romance
288,Once Were Warriors (1994),1994,Crime|Drama
289,Poison Ivy II (1996),1996,Drama|Thriller
290,Outbreak (1995),1995,Action|Drama|Sci-Fi|Thriller
291,Léon: The Professional (a.k.a. The Professional) (Léon) (1994),1994,Action|Crime|Drama|Thriller
292,"Perez Family, The (1995)",1995,Comedy|Romance
293,"Pyromaniac's Love Story, A (1995)",1995,Comedy|Romance
294,Pulp Fiction (1994),1994,Comedy|Crime|Drama|Thriller
295,Panther (1995),1995,Drama
296,Pushing Hands (Tui shou) (1992),1992,Drama
297,Priest (1994),1994,Drama
298,Quiz Show (1994),1994,Drama
299,Picture Bride (Bijo photo) (1994),1994,Drama|Romance
300,"Queen Margot (Reine Margot, La) (1994)",1994,Drama|Romance
301,"Quick and the Dead, The (1995)",1995,Action|Thriller|Western
302,Roommates (1995),1995,Comedy|Drama
303,Ready to Wear (Pret-A-Porter) (1994),1994,Comedy
304,Three Colors: Red (Trois couleurs: Rouge) (1994),1994,Drama
305,Three Colors: Blue (Trois couleurs: Bleu) (1993),1993,Drama
306,Three Colors: White (Trzy kolory: Bialy) (1994),1994,Comedy|Drama
307,"Red Firecracker, Green Firecracker (Pao Da Shuang Deng) (1994)",1994,Drama
308,Rent-a-Kid (1995),1995,Comedy
309,Relative Fear (1994),1994,Horror|Thriller
310,Stuart Saves His Family (1995),1995,Comedy
311,"Swan Princess, The (1994)",1994,Animation|Children
312,"Secret of Roan Inish, The (1994)",1994,Children|Drama|Fantasy|Mystery
313,"Specialist, The (1994)",1994,Action|Drama|Thriller
314,Stargate (1994),1994,Action|Adventure|Sci-Fi
315,"Santa Clause, The (1994)",1994,Comedy|Drama|Fantasy
316,"Shawshank Redemption, The (1994)",1994,Crime|Drama
317,Shallow Grave (1994),1994,Comedy|Drama|Thriller
318,Suture (1993),1993,Film-Noir|Thriller
319,Strawberry and Chocolate (Fresa y chocolate) (1993),1993,Drama
320,Swimming with Sharks (1995),1995,Comedy|Drama
321,"Sum of Us, The (1994)",1994,Comedy|Drama
322,National Lampoon's Senior Trip (1995),1995,Comedy
323,To Live (Huozhe) (1994),1994,Drama
324,Tank Girl (1995),1995,Action|Comedy|Sci-Fi
325,Tales from the Crypt Presents: Demon Knight (1995),1995,Horror|Thriller
326,Star Trek: Generations (1994),1994,Adventure|Drama|Sci-Fi
327,Tales from the Hood (1995),1995,Action|Crime|Horror
328,Tom & Viv (1994),1994,Drama
329,Village of the Damned (1995),1995,Horror|Sci-Fi
330,Tommy Boy (1995),1995,Comedy
331,Vanya on 42nd Street (1994),1994,Drama
332,Underneath (1995),1995,Mystery|Thriller
333,"Walking Dead, The (1995)",1995,Drama|War
334,What's Eating Gilbert Grape (1993),1993,Drama
335,Virtuosity (1995),1995,Action|Sci-Fi|Thriller
336,While You Were Sleeping (1995),1995,Comedy|Romance
337,"War, The (1994)",1994,Adventure|Drama|War
338,Double Happiness (1994),1994,Drama
339,Muriel's Wedding (1994),1994,Comedy
340,"Baby-Sitters Club, The (1995)",1995,Children
341,Ace Ventura: Pet Detective (1994),1994,Comedy
342,"Adventures of Priscilla, Queen of the Desert, The (1994)",1994,Comedy|Drama
343,Backbeat (1993),1993,Drama|Musical
344,Bitter Moon (1992),1992,Drama|Film-Noir|Romance
345,Bullets Over Broadway (1994),1994,Comedy
346,Clear and Present Danger (1994),1994,Action|Crime|Drama|Thriller
347,"Client, The (1994)",1994,Drama|Mystery|Thriller
348,"Corrina, Corrina (1994)",1994,Comedy|Drama|Romance
349,Crooklyn (1994),1994,Comedy|Drama
350,"Crow, The (1994)",1994,Action|Crime|Fantasy|Thriller
351,Cobb (1994),1994,Drama
352,"Flintstones, The (1994)",1994,Children|Comedy|Fantasy
353,Forrest Gump (1994),1994,Comedy|Drama|Romance|War
354,Four Weddings and a Funeral (1994),1994,Comedy|Romance
355,Higher Learning (1995),1995,Drama
356,I Like It Like That (1994),1994,Comedy|Drama|Romance
357,I Love Trouble (1994),1994,Action|Comedy
358,It Could Happen to You (1994),1994,Comedy|Drama|Romance
359,"Jungle Book, The (1994)",1994,Adventure|Children|Romance
360,"Wonderful, Horrible Life of Leni Riefenstahl, The (Macht der Bilder: Leni Riefenstahl, Die) (1993)",1993,Documentary
361,"Lion King, The (1994)",1994,Adventure|Animation|Children|Drama|Musical|IMAX
362,Little Buddha (1993),1993,Drama
363,"Wes Craven's New Nightmare (Nightmare on Elm Street Part 7: Freddy's Finale, A) (1994)",1994,Drama|Horror|Mystery|Thriller
364,"Mask, The (1994)",1994,Action|Comedy|Crime|Fantasy
365,Maverick (1994),1994,Adventure|Comedy|Western
366,Mrs. Parker and the Vicious Circle (1994),1994,Drama
367,Naked Gun 33 1/3: The Final Insult (1994),1994,Action|Comedy
368,"Paper, The (1994)",1994,Comedy|Drama
369,Reality Bites (1994),1994,Comedy|Drama|Romance
370,Red Rock West (1992),1992,Thriller
371,Richie Rich (1994),1994,Children|Comedy
372,Safe Passage (1994),1994,Drama
373,"River Wild, The (1994)",1994,Action|Thriller
374,Speed (1994),1994,Action|Romance|Thriller
375,Speechless (1994),1994,Comedy|Romance
376,Timecop (1994),1994,Action|Sci-Fi|Thriller
377,True Lies (1994),1994,Action|Adventure|Comedy|Romance|Thriller
378,When a Man Loves a Woman (1994),1994,Drama|Romance
379,Wolf (1994),1994,Drama|Horror|Romance|Thriller
380,Wyatt Earp (1994),1994,Western
381,Bad Company (1995),1995,Action|Crime|Drama
382,"Man of No Importance, A (1994)",1994,Drama
383,S.F.W. (1994),1994,Drama
384,"Low Down Dirty Shame, A (1994)",1994,Action|Comedy
385,Boys Life (1995),1995,Drama
386,"Colonel Chabert, Le (1994)",1994,Drama|Romance|War
387,Faster Pussycat! Kill! Kill! (1965),1965,Action|Crime|Drama
388,Jason's Lyric (1994),1994,Crime|Drama
389,"Secret Adventures of Tom Thumb, The (1993)",1993,Adventure|Animation
390,Street Fighter (1994),1994,Action|Adventure|Fantasy
391,Coldblooded (1995),1995,Comedy
392,Desert Winds (1995),1995,Drama|Fantasy|Romance
393,Fall Time (1995),1995,Drama
394,"Fear, The (1995)",1995,Horror
395,Frank and Ollie (1995),1995,Documentary
396,Girl in the Cadillac (1995),1995,Drama
397,Homage (1995),1995,Drama
398,Mirage (1995),1995,Action|Thriller
399,Open Season (1996),1996,Comedy
400,Two Crimes (Dos crímenes) (1995),1995,Comedy|Crime|Drama
401,Brother Minister: The Assassination of Malcolm X (1994),1994,Documentary
402,Highlander III: The Sorcerer (a.k.a. Highlander: The Final Dimension) (1994),1994,Action|Fantasy
403,Federal Hill (1994),1994,Drama
404,In the Mouth of Madness (1995),1995,Horror|Thriller
405,8 Seconds (1994),1994,Drama
406,Above the Rim (1994),1994,Crime|Drama
407,Addams Family Values (1993),1993,Children|Comedy|Fantasy
408,Martin Lawrence: You So Crazy (1994),1994,Comedy|Documentary
409,"Age of Innocence, The (1993)",1993,Drama
410,Airheads (1994),1994,Comedy
411,"Air Up There, The (1994)",1994,Comedy
412,Another Stakeout (1993),1993,Comedy|Thriller
413,Bad Girls (1994),1994,Western
414,Barcelona (1994),1994,Comedy|Romance
415,Being Human (1993),1993,Drama
416,"Beverly Hillbillies, The (1993)",1993,Comedy
417,Beverly Hills Cop III (1994),1994,Action|Comedy|Crime|Thriller
418,Black Beauty (1994),1994,Adventure|Children|Drama
419,Blink (1994),1994,Thriller
420,Blown Away (1994),1994,Action|Thriller
421,Blue Chips (1994),1994,Drama
422,Blue Sky (1994),1994,Drama|Romance
423,Body Snatchers (1993),1993,Horror|Sci-Fi|Thriller
424,Boxing Helena (1993),1993,Drama|Mystery|Romance|Thriller
425,"Bronx Tale, A (1993)",1993,Drama
426,Cabin Boy (1994),1994,Comedy
427,Calendar Girl (1993),1993,Comedy|Drama
428,Carlito's Way (1993),1993,Crime|Drama
429,City Slickers II: The Legend of Curly's Gold (1994),1994,Adventure|Comedy|Western
430,Clean Slate (1994),1994,Comedy
431,Cliffhanger (1993),1993,Action|Adventure|Thriller
432,Coneheads (1993),1993,Comedy|Sci-Fi
433,Color of Night (1994),1994,Drama|Thriller
434,Cops and Robbersons (1994),1994,Comedy
435,"Cowboy Way, The (1994)",1994,Action|Comedy|Drama
436,Dangerous Game (1993),1993,Drama
437,Dave (1993),1993,Comedy|Romance
438,Dazed and Confused (1993),1993,Comedy
439,Demolition Man (1993),1993,Action|Adventure|Sci-Fi
440,"Endless Summer 2, The (1994)",1994,Adventure|Documentary
441,Even Cowgirls Get the Blues (1993),1993,Comedy|Romance
442,Fatal Instinct (1993),1993,Comedy
443,Farewell My Concubine (Ba wang bie ji) (1993),1993,Drama|Romance
444,"Favor, The (1994)",1994,Comedy|Romance
445,Fearless (1993),1993,Drama
446,Fear of a Black Hat (1994),1994,Comedy
447,With Honors (1994),1994,Comedy|Drama
448,Flesh and Bone (1993),1993,Drama|Mystery|Romance
449,Widows' Peak (1994),1994,Drama
450,For Love or Money (1993),1993,Comedy|Romance
451,"Firm, The (1993)",1993,Drama|Thriller
452,Free Willy (1993),1993,Adventure|Children|Drama
453,Fresh (1994),1994,Crime|Drama|Thriller
454,"Fugitive, The (1993)",1993,Thriller
455,Geronimo: An American Legend (1993),1993,Drama|Western
456,"Getaway, The (1994)",1994,Action|Adventure|Crime|Drama|Romance|Thriller
457,Getting Even with Dad (1994),1994,Comedy
458,Go Fish (1994),1994,Drama|Romance
459,"Good Man in Africa, A (1994)",1994,Action|Adventure
460,Guilty as Sin (1993),1993,Crime|Drama|Thriller
461,Hard Target (1993),1993,Action|Adventure|Crime|Thriller
462,Heaven & Earth (1993),1993,Action|Drama|War
463,Hot Shots! Part Deux (1993),1993,Action|Comedy|War
464,Live Nude Girls (1995),1995,Comedy
465,"Englishman Who Went Up a Hill But Came Down a Mountain, The (1995)",1995,Comedy|Romance
466,"House of the Spirits, The (1993)",1993,Drama|Romance
467,House Party 3 (1994),1994,Comedy
468,"Hudsucker Proxy, The (1994)",1994,Comedy
469,I'll Do Anything (1994),1994,Comedy|Drama
470,In the Army Now (1994),1994,Comedy|War
471,In the Line of Fire (1993),1993,Action|Thriller
472,In the Name of the Father (1993),1993,Drama
473,"Inkwell, The (1994)",1994,Comedy|Drama
474,What's Love Got to Do with It? (1993),1993,Drama|Musical
475,Jimmy Hollywood (1994),1994,Comedy|Crime|Drama
476,Judgment Night (1993),1993,Action|Crime|Thriller
477,Jurassic Park (1993),1993,Action|Adventure|Sci-Fi|Thriller
478,Kalifornia (1993),1993,Drama|Thriller
479,Killing Zoe (1994),1994,Crime|Drama|Thriller
480,King of the Hill (1993),1993,Drama
481,Lassie (1994),1994,Adventure|Children
482,Last Action Hero (1993),1993,Action|Adventure|Comedy|Fantasy
483,Life with Mikey (1993),1993,Comedy
484,Lightning Jack (1994),1994,Comedy|Western
485,M. Butterfly (1993),1993,Drama|Romance
486,Made in America (1993),1993,Comedy
487,Malice (1993),1993,Thriller
488,"Man Without a Face, The (1993)",1993,Drama
489,Manhattan Murder Mystery (1993),1993,Comedy|Mystery
490,Menace II Society (1993),1993,Action|Crime|Drama
491,Executive Decision (1996),1996,Action|Adventure|Thriller
492,In the Realm of the Senses (Ai no corrida) (1976),1976,Drama
493,What Happened Was... (1994),1994,Comedy|Drama|Romance|Thriller
494,Much Ado About Nothing (1993),1993,Comedy|Romance
495,Mr. Jones (1993),1993,Drama|Romance
496,Mr. Wonderful (1993),1993,Comedy|Romance
497,Mrs. Doubtfire (1993),1993,Comedy|Drama
498,Naked (1993),1993,Drama
499,"Next Karate Kid, The (1994)",1994,Action|Children|Romance
500,"New Age, The (1994)",1994,Drama
501,No Escape (1994),1994,Action|Drama|Sci-Fi
502,North (1994),1994,Comedy
503,Orlando (1992),1992,Drama|Fantasy|Romance
504,"Perfect World, A (1993)",1993,Crime|Drama|Thriller
505,Philadelphia (1993),1993,Drama
506,"Piano, The (1993)",1993,Drama|Romance
507,Poetic Justice (1993),1993,Drama
508,"Program, The (1993)",1993,Action|Drama
509,"Puppet Masters, The (1994)",1994,Horror|Sci-Fi
510,Radioland Murders (1994),1994,Comedy|Mystery|Romance
511,"Ref, The (1994)",1994,Comedy
512,"Remains of the Day, The (1993)",1993,Drama|Romance
513,Renaissance Man (1994),1994,Comedy|Drama
514,Rising Sun (1993),1993,Action|Drama|Mystery
515,"Road to Wellville, The (1994)",1994,Comedy
